Column1,Column2
2.2484572,48.8884827
2.248446,48.8924415
2.2484364,48.8965939
2.2484336,48.8913152
2.2484261,48.8878185
2.2484221,48.8894892
2.2484114,48.8887248
2.2484068,48.8878562
2.2484052,48.8937364
2.2484006,48.8935802
2.2483954,48.8885023
2.2483785,48.8892793
2.2483784,48.8933719
2.2483748,48.8878072
2.2483555,48.8878448
2.248338,48.8885206
2.2483309,48.8895183
2.2483223,48.8887553
2.2483206,48.8877951
2.2483205,48.892338
2.2483085,48.8936454
2.2483013,48.8878328
2.2482995,48.8879723
2.2482906,48.8866815
2.2482886,48.8893075
2.2482879,48.8926568
2.2482873,48.8894574
2.2482848,48.8967698
2.2482848,48.8924922
2.2482685,48.8864744
2.248268,48.8885429
2.2482679,48.8887726
2.2482643,48.8877827
2.2482622,48.8881357
2.2482602,48.887471
2.2482535,48.8875875
2.248248,48.8935089
2.248245,48.8878204
2.2482424,48.889397
2.2482392,48.891427
2.2482379,48.8876199
2.2482291,48.8882334
2.2482253,48.8966706
2.2482097,48.8887911
2.2482065,48.8942833
2.2482037,48.8865022
2.248201,48.8876913
2.2481972,48.8875751
2.2481968,48.8893358
2.2481816,48.8876075
2.2481788,48.8885734
2.2481785,48.8881214
2.2481743,48.8881126
2.2481633,48.8891433
2.2481626,48.8881118
2.2481623,48.8876452
2.2481598,48.8956309
2.2481486,48.8888105
2.2481447,48.8876789
2.2481424,48.8934483
2.2481307,48.8934681
2.2481254,48.8877166
2.2481247,48.8958496
2.2481244,48.8885907
2.2481217,48.8893723
2.2481201,48.8894083
2.248116,48.8879733
2.2481008,48.8941804
2.2480944,48.8888277
2.2480887,48.8879509
2.2480804,48.8926405
2.2480786,48.8891326
2.2480672,48.8970435
2.2480663,48.8886092
2.248058,48.889333
2.2480461,48.8881505
2.2480393,48.8881527
2.2480326,48.8888474
2.2480317,48.8881531
2.2480262,48.8941565
2.248024,48.888988
2.2480051,48.8886286
2.2479946,48.8939382
2.2479779,48.888904
2.2479757,48.8895093
2.2479752,48.8888656
2.2479575,48.8941219
2.247951,48.8886458
2.2479368,48.8957744
2.2479136,48.888395
2.2479121,48.8888176
2.2478908,48.8940674
2.2478891,48.8886655
2.2478694,48.8882601
2.2478655,48.8877687
2.2478521,48.8939805
2.247849,48.8973181
2.2478462,48.8878064
2.2478411,48.8887188
2.2478397,48.8906699
2.2478332,48.8880261
2.2478318,48.8886837
2.2478228,48.8939681
2.2478142,48.8877574
2.2477977,48.8912701
2.2477949,48.887795
2.2477939,48.8939559
2.24776,48.889559
2.24776,48.8877453
2.2477542,48.8861766
2.2477495,48.8942757
2.2477459,48.8947042
2.2477432,48.8889771
2.2477407,48.887783
2.2477261,48.889674
2.2477173,48.8939234
2.2477138,48.8867305
2.2477115,48.8867011
2.2477037,48.8877329
2.2476844,48.8877706
2.2476787,48.8888864
2.2476707,48.888777
2.2476706,48.8939037
2.2476509,48.8877215
2.2476432,48.8860288
2.2476316,48.8877592
2.2476309,48.8893866
2.247618,48.8958254
2.2476143,48.8880308
2.2476054,48.8938762
2.2476027,48.8976163
2.2476007,48.8884615
2.2475996,48.8877102
2.2475963,48.8888309
2.2475913,48.8895181
2.2475803,48.8877478
2.2475463,48.8911994
2.2475454,48.8876981
2.2475261,48.8877358
2.2475229,48.8893784
2.2475219,48.8938409
2.2475149,48.8893934
2.247503,48.8893791
2.2474951,48.888829
2.2474928,48.8865186
2.2474891,48.8876857
2.2474698,48.8877234
2.2474691,48.8880011
2.2474646,48.8893125
2.2474603,48.8893954
2.2474566,48.8957373
2.247453,48.893204
2.2474526,48.8944462
2.2474394,48.8958097
2.24743,48.892073
2.2474273,48.8938008
2.2474153,48.8896655
2.2474119,48.8978882
2.2473958,48.8888626
2.247384,48.8907577
2.2473832,48.8880288
2.247379,48.8937804
2.2473532,48.8944503
2.2473379,48.8937631
2.2473277,48.895985
2.2473159,48.8882542
2.2473064,48.8915522
2.2472795,48.8893619
2.2472391,48.8881292
2.2472249,48.8867101
2.2472124,48.8908106
2.2471774,48.8958365
2.2471709,48.8937043
2.2471454,48.8936553
2.2471202,48.8884895
2.2471198,48.8959156
2.2471098,48.8897268
2.2471084,48.8875333
2.247107,48.8910002
2.2471037,48.8958196
2.2471002,48.8895124
2.2470913,48.8885647
2.2470909,48.8882872
2.2470905,48.8879542
2.2470904,48.8908466
2.2470803,48.889781
2.2470766,48.8958635
2.2470695,48.8901673
2.2470679,48.8936525
2.2470507,48.8936118
2.24703,48.8880545
2.2470172,48.8910017
2.2470144,48.8865509
2.2470059,48.8896705
2.2469918,48.8936468
2.246989,48.895883
2.2469884,48.8810043
2.2469837,48.8909988
2.2469836,48.8916854
2.2469793,48.8959689
2.246979,48.8878689
2.2469784,48.8919908
2.2469756,48.8900598
2.2469465,48.8910422
2.2469411,48.8883475
2.2469342,48.8930713
2.2469304,48.8910552
2.2469261,48.8930285
2.246925,48.8910043
2.2469175,48.8910236
2.2469086,48.8914011
2.2469069,48.8928879
2.2469063,48.8910008
2.2469041,48.8954023
2.2468917,48.8913793
2.2468791,48.8919899
2.2468785,48.8852714
2.2468751,48.8902413
2.2468724,48.891081
2.2468707,48.8914134
2.246867,48.8909326
2.2468648,48.8951472
2.2468622,48.8909914
2.2468539,48.8913915
2.2468477,48.8896405
2.2468247,48.8882656
2.2468246,48.8929859
2.2468235,48.8910056
2.2468141,48.8902153
2.2468094,48.8918924
2.246807,48.8910173
2.2468061,48.8954081
2.2468052,48.8959543
2.2468047,48.8919859
2.2467993,48.8929757
2.2467909,48.8929719
2.2467852,48.8907529
2.2467658,48.8896492
2.2467654,48.8939617
2.2467633,48.890234
2.2467604,48.8902312
2.2467593,48.8902277
2.2467533,48.8961197
2.2467453,48.8912137
2.2467452,48.8851577
2.2467383,48.8919608
2.2467349,48.8918889
2.2467343,48.8894976
2.246734,48.8960646
2.2467256,48.8930423
2.2467217,48.8929433
2.2467198,48.891181
2.2467142,48.8852684
2.2467088,48.89344
2.2466957,48.890154
2.2466904,48.8929694
2.2466801,48.8867011
2.2466659,48.8918969
2.2466658,48.8961197
2.2466625,48.8892123
2.2466595,48.8853138
2.2466571,48.8960784
2.24665,48.8910088
2.2466237,48.8929024
2.2466075,48.8899737
2.2466044,48.89346
2.246603,48.8853606
2.2466012,48.8960082
2.2465949,48.890782
2.2465901,48.8907764
2.2465877,48.8907772
2.246579,48.8933479
2.2465754,48.889852
2.2465686,48.8865602
2.2465593,48.8866625
2.2465432,48.891903
2.2465422,48.8865572
2.2465269,48.8898117
2.2465164,48.8928577
2.2465111,48.8854402
2.2465083,48.8959626
2.2464924,48.8934138
2.2464919,48.8902011
2.2464886,48.8903307
2.2464855,48.8869606
2.2464842,48.8960419
2.2464842,48.8909119
2.2464818,48.8868045
2.2464761,48.8919268
2.2464553,48.8900528
2.2464547,48.8865884
2.2464497,48.886111
2.246447,48.8959327
2.2464345,48.8909525
2.2464177,48.8855189
2.2464147,48.8859057
2.2464124,48.8928143
2.2464077,48.8919409
2.2464061,48.8856723
2.2463912,48.8901488
2.2463903,48.8866622
2.2463888,48.8867759
2.2463886,48.88666
2.2463822,48.8915045
2.2463713,48.8903216
2.2463607,48.8933589
2.2463409,48.8868567
2.2463386,48.8858987
2.2463314,48.8936231
2.2463272,48.8909516
2.2463221,48.893343
2.2463056,48.8927698
2.2463055,48.8856134
2.24629,48.8859395
2.2462843,48.8919996
2.2462666,48.8933205
2.2462618,48.8904113
2.2462545,48.8893608
2.2462492,48.8868699
2.2462317,48.8891597
2.2462267,48.8958014
2.2462132,48.8912784
2.2462084,48.8916262
2.2461868,48.8941929
2.2461846,48.8912393
2.2461825,48.8863995
2.2461563,48.8930193
2.246155,48.8894574
2.2461471,48.8928961
2.246144,48.886885
2.2461413,48.8916921
2.2461365,48.8892488
2.2461361,48.8943803
2.2461348,48.8907628
2.2461252,48.8950676
2.246119,48.8907954
2.2461107,48.8893962
2.2461096,48.8859103
2.2461062,48.8958561
2.2461046,48.8862121
2.2460928,48.8905279
2.2460842,48.8891897
2.2460836,48.8861106
2.2460823,48.8863274
2.2460817,48.8906651
2.2460795,48.8858623
2.2460732,48.8917589
2.2460707,48.8950858
2.2460688,48.8857949
2.2460678,48.8957465
2.2460653,48.8861254
2.246063,48.889593
2.2460599,48.88949
2.2460566,48.8941961
2.24605,48.8863525
2.2460489,48.8868987
2.246048,48.8891394
2.2460413,48.8894225
2.2460386,48.885781
2.246035,48.8857081
2.2460306,48.8892823
2.2460259,48.8936217
2.2460242,48.8929988
2.246015,48.8932148
2.2460148,48.8894261
2.2460054,48.8918144
2.2459836,48.8892188
2.2459655,48.8858535
2.2459611,48.885675
2.2459539,48.8859112
2.2459528,48.8891685
2.2459518,48.8869127
2.2459492,48.8956788
2.2459424,48.886289
2.2459369,48.8860617
2.2459278,48.8943386
2.2459142,48.8880743
2.2459136,48.8860812
2.2459112,48.8891068
2.2459083,48.8957733
2.2459069,48.8950057
2.2458987,48.885957
2.2458962,48.8856458
2.24588,48.8859548
2.2458787,48.886923
2.2458709,48.8896389
2.2458673,48.8952348
2.2458594,48.8869259
2.2458476,48.8903326
2.2458428,48.8891244
2.2458425,48.8931423
2.245838,48.888869
2.2458376,48.8856196
2.2458357,48.8895416
2.245834,48.8857482
2.2458327,48.895736
2.2458313,48.8905197
2.2458293,48.8860147
2.2458175,48.8860088
2.2457993,48.8943697
2.2457989,48.8904106
2.2457972,48.8892162
2.2457744,48.8890627
2.2457682,48.8951841
2.2457667,48.8869328
2.2457645,48.8904017
2.2457567,48.8867299
2.2457507,48.8955916
2.2457503,48.8891588
2.2457478,48.8860826
2.2457458,48.8925748
2.2457416,48.8925346
2.2457367,48.8895856
2.2457309,48.8860794
2.2457285,48.8966932
2.2457237,48.8895885
2.245698,48.8892453
2.2456898,48.8896298
2.2456844,48.8875478
2.2456795,48.8873256
2.2456779,48.8895054
2.2456748,48.8869271
2.2456561,48.8861589
2.2456533,48.8902489
2.2456527,48.8894645
2.2456504,48.8953605
2.245647,48.8891879
2.2456437,48.8955393
2.2456412,48.8861557
2.2456362,48.8923836
2.2456202,48.8894243
2.245609,48.8863849
2.2456071,48.8871599
2.2455997,48.8868988
2.245599,48.8953351
2.2455987,48.8892752
2.2455867,48.8891262
2.2455736,48.8903573
2.2455639,48.8893546
2.2455587,48.8955873
2.2455572,48.8892144
2.2455541,48.8890148
2.2455418,48.8862542
2.2455344,48.8893026
2.2455336,48.8947957
2.2455262,48.8891185
2.2455192,48.8886299
2.2455167,48.8954772
2.2455161,48.8955694
2.2455144,48.8862209
2.2455033,48.8940466
2.2455019,48.8955091
2.2454976,48.8868953
2.2454931,48.8880123
2.2454925,48.8930165
2.2454794,48.8893475
2.2454794,48.8892382
2.2454726,48.8891525
2.2454622,48.8887308
2.245451,48.892893
2.2454509,48.8864904
2.2454487,48.8869384
2.2454372,48.89536
2.2454305,48.8907002
2.2454214,48.8954306
2.2454157,48.8890844
2.2454119,48.886341
2.2454032,48.8885955
2.2454031,48.8867437
2.2453998,48.8892869
2.2453837,48.8867633
2.2453834,48.8906752
2.2453824,48.8862666
2.2453744,48.8889716
2.2453677,48.8923241
2.2453623,48.8923734
2.2453567,48.8924185
2.2453288,48.8886911
2.2453124,48.8891955
2.2453112,48.8954683
2.2453065,48.8927834
2.2453019,48.8905582
2.2452995,48.8946058
2.245291,48.890647
2.2452827,48.8954008
2.2452785,48.892773
2.2452707,48.8866565
2.2452691,48.8905216
2.2452294,48.8862031
2.2452226,48.894611
2.245211,48.889158
2.2452101,48.8871879
2.2452088,48.893299
2.2452061,48.8889323
2.2452052,48.890834
2.2451975,48.886314
2.2451898,48.890839
2.24518,48.8922988
2.2451772,48.8953104
2.2451745,48.8894538
2.2451406,48.8922792
2.2451364,48.890678
2.2451176,48.8874112
2.245113,48.8871333
2.2451084,48.8886321
