year,lat,long,name,energy
1,-9,2,water,78.0
1,13,10,water,68.0
1,9,0,water,96.0
1,-10,-6,water,93.0
1,3,6,water,66.0
1,5,13,water,115.0
1,7,-5,water,101.0
1,2,-8,water,109.0
1,-8,8,water,59.0
1,-6,14,water,69.0
1,-1,-11,water,86.0
1,6,0,water,103.0
1,-2,-7,water,57.0
1,-11,1,water,93.0
1,5,16,water,60.0
1,6,6,water,84.0
1,8,-2,water,62.0
1,-10,8,water,100.0
1,-5,9,water,55.0
1,-10,1,water,74.0
1,0,-6,water,99.0
1,13,6,water,102.0
1,-4,-5,water,91.0
1,-9,-5,water,105.0
1,5,-7,water,95.0
1,-11,-7,water,105.0
1,-9,8,water,90.0
1,-3,12,water,119.0
1,-2,-11,water,116.0
1,-8,7,water,63.0
1,1,6,water,35.0
1,-7,12,water,139.0
1,-1,9,aquatic,706.0
1,12,1,water,62.0
1,-5,-7,water,108.0
1,6,11,water,92.0
1,13,-1,water,104.0
1,6,10,water,119.0
1,-6,-8,water,84.0
1,6,-8,water,109.0
1,-11,6,water,109.0
1,6,-15,water,78.0
1,4,-14,water,89.0
1,5,9,water,102.0
1,2,7,water,60.0
1,0,-14,water,112.0
1,-3,14,water,71.0
1,7,-4,water,107.0
1,10,-5,water,110.0
1,7,4,water,80.0
1,-5,11,water,70.0
1,5,-12,water,91.0
1,7,10,water,97.0
1,-14,-3,water,94.0
1,6,9,water,99.0
1,8,-4,woody,2071.0
1,-11,-9,water,101.0
1,-5,13,water,94.0
1,-5,10,water,87.0
1,-15,-2,water,83.0
1,6,-12,water,71.0
1,0,-12,water,79.0
1,-1,-9,water,143.0
1,-7,-1,water,79.0
1,5,-11,water,108.0
1,9,-7,water,104.0
1,11,-1,water,86.0
1,-8,-2,water,111.0
1,9,9,water,87.0
1,-9,14,water,76.0
1,-12,-11,water,99.0
1,-10,-3,water,88.0
1,-11,12,water,85.0
1,10,4,water,88.0
1,-9,9,water,82.0
1,-7,10,water,90.0
1,8,-11,water,76.0
1,-3,10,water,99.0
1,10,-7,water,104.0
1,-12,-2,water,76.0
1,-11,0,water,99.0
1,11,-2,water,80.0
1,-5,-5,water,93.0
1,1,-10,water,119.0
1,-2,11,water,52.0
1,12,4,water,89.0
1,11,-6,water,66.0
1,6,-10,water,73.0
1,-1,-12,water,115.0
1,9,-4,water,73.0
1,-14,5,water,75.0
1,7,-11,water,72.0
1,-10,-4,water,86.0
1,-8,9,water,70.0
1,9,4,water,15.0
1,0,11,water,89.0
1,-7,-9,water,65.0
1,-7,-10,water,79.0
1,-6,12,water,64.0
1,7,7,water,125.0
1,-5,-14,water,68.0
1,12,-5,water,97.0
1,5,12,water,74.0
1,-11,-3,water,106.0
1,-6,-9,water,110.0
1,15,-4,water,84.0
1,-3,-10,water,112.0
1,13,-2,water,119.0
1,12,-4,water,99.0
1,-10,7,water,110.0
1,-12,8,water,80.0
1,-12,-5,water,92.0
1,-7,-8,water,84.0
1,-6,-10,water,75.0
1,0,13,water,84.0
1,-10,9,water,92.0
1,-6,10,water,97.0
1,-11,-2,water,78.0
1,4,-12,water,85.0
1,-14,-4,water,88.0
1,-3,-9,water,83.0
1,-5,12,water,78.0
1,2,-11,woody,2180.5
1,-6,-3,water,122.0
1,9,-9,water,69.0
1,-15,2,water,103.0
1,4,-10,water,96.0
1,-4,-11,water,87.0
1,9,8,water,62.5
1,13,0,water,96.0
1,10,-2,water,108.0
1,-8,10,water,102.0
1,11,9,water,106.0
1,-1,13,water,81.0
1,-12,-14,water,62.0
1,-9,10,water,71.0
1,-12,1,water,76.0
1,-9,-3,water,58.0
1,-9,-7,water,44.0
1,4,-11,water,82.0
1,-10,-2,water,74.0
1,7,-9,water,53.0
1,7,-12,water,124.0
1,0,15,water,73.0
1,-11,9,water,92.0
1,-2,10,water,67.0
1,12,-1,water,85.0
1,14,0,water,68.0
1,10,13,water,78.0
1,10,-6,water,71.0
1,4,10,water,54.0
1,-11,2,water,74.0
1,-11,8,water,67.0
1,12,0,water,118.0
1,5,-13,water,94.0
1,3,-12,water,67.0
1,-10,-10,water,90.0
1,13,4,water,136.0
1,-16,-3,water,81.0
1,-5,14,water,89.0
1,3,13,water,105.0
1,15,5,water,70.0
1,-13,-7,water,99.0
1,3,11,water,98.0
1,0,14,water,141.0
1,0,12,water,101.0
1,-12,-3,water,133.0
1,-1,-13,water,96.0
1,12,10,woody,2197.5
1,-16,0,water,103.0
1,9,-6,water,80.0
1,-3,-12,water,114.0
1,7,-15,water,88.0
1,6,8,water,107.0
1,-11,-6,water,77.0
1,-9,-12,water,107.0
1,10,-11,water,73.0
1,13,8,water,82.0
1,13,-5,water,88.0
1,-17,2,water,96.0
1,12,-3,water,91.0
1,2,12,water,128.0
1,14,1,water,81.0
1,10,9,water,88.0
1,-2,15,water,92.0
1,-4,13,water,93.0
1,-8,-11,water,101.0
1,-8,-9,water,102.0
1,-4,-14,water,95.0
1,-15,0,water,64.0
1,-12,-8,water,91.0
1,-4,17,water,114.0
1,-16,-7,water,82.0
1,-18,-11,water,88.0
1,-7,14,water,50.0
1,11,-9,water,99.0
1,4,16,water,96.0
1,13,3,water,67.0
1,-10,10,water,81.0
1,-7,-7,water,120.0
1,15,-5,water,102.0
1,11,-8,water,79.0
1,3,-20,water,70.0
1,11,8,water,88.0
1,-6,-11,water,80.0
1,3,-11,water,96.0
1,11,5,woody,2152.0
1,-14,1,water,61.0
1,5,-10,water,86.0
1,-6,9,water,121.0
1,-11,5,water,68.0
1,-10,6,water,100.0
1,16,-2,water,110.0
1,-10,11,water,110.0
1,2,-17,water,66.0
1,9,-11,water,52.0
1,2,-14,water,99.0
1,8,10,water,114.0
1,2,17,water,72.0
1,4,11,water,92.0
1,12,-2,water,110.0
1,12,6,water,88.0
1,1,13,water,65.0
1,1,-13,water,59.0
1,14,-13,water,76.0
1,9,-10,water,96.0
1,1,14,water,80.0
1,-4,-12,water,103.0
1,7,-7,water,85.0
1,7,-10,water,90.0
1,0,-16,water,104.0
1,-13,-1,water,94.0
1,-5,-11,water,70.0
1,10,-9,water,99.0
1,14,10,water,111.0
1,9,5,water,93.0
1,-14,-11,water,94.0
1,-11,3,water,85.0
1,10,5,water,91.0
1,-15,-1,water,119.0
1,16,3,water,80.0
1,10,-10,water,98.0
1,-5,-13,water,62.0
1,15,6,water,31.0
1,-2,-12,water,95.0
1,12,-7,water,55.0
1,14,4,water,114.0
1,-9,11,water,133.0
1,6,-14,water,93.0
1,11,10,water,80.0
1,10,7,water,66.0
1,4,-13,water,90.0
1,-8,-12,water,67.0
1,1,-12,water,76.0
1,11,6,water,109.0
1,-14,-1,water,59.0
1,-6,-12,water,93.0
1,-6,13,water,61.0
1,15,-10,water,80.0
1,-7,11,water,100.0
1,12,5,water,70.0
1,-10,5,water,95.0
1,-12,-1,water,115.0
1,9,-12,water,89.0
1,-9,-10,water,63.0
1,6,-11,water,88.0
1,-17,-9,water,84.0
1,-3,-14,water,87.0
1,-1,14,water,86.0
1,13,9,water,99.0
1,-14,0,water,121.0
1,-6,-13,water,78.0
1,1,-16,water,81.0
1,16,-5,water,111.0
1,8,-10,water,87.0
1,-13,-2,water,91.0
1,-13,-10,water,76.0
1,17,-4,water,81.0
1,9,11,water,114.0
1,3,-15,water,68.0
1,7,-16,water,85.0
1,2,-12,water,78.0
1,-16,-4,water,136.0
1,3,-16,water,92.0
1,17,3,water,123.0
1,0,17,water,84.0
1,12,13,water,75.0
1,-10,12,water,93.0
1,-12,-6,water,87.0
1,7,-13,water,75.0
1,3,15,water,77.0
1,15,4,water,108.0
1,1,16,water,40.0
1,13,-4,water,86.0
1,1,-14,water,74.0
1,14,-3,water,108.0
1,-8,13,water,88.0
1,-12,3,water,85.0
1,5,14,water,91.0
1,4,13,water,143.0
1,6,12,water,105.0
1,2,-13,water,96.0
1,-12,10,water,82.0
1,14,2,water,63.0
1,3,19,water,72.0
1,-2,14,water,115.0
1,15,1,water,89.0
1,-13,9,water,124.0
1,14,-1,water,104.0
1,-18,3,water,81.0
1,-17,7,water,90.0
1,10,11,water,131.0
1,-11,-4,water,92.0
1,-2,-14,water,91.0
1,-12,-15,water,28.0
1,1,15,water,65.0
1,-13,6,water,74.0
1,-2,18,water,55.0
1,-1,-14,water,53.0
1,8,11,water,95.0
1,-13,2,water,104.0
1,-17,-1,water,85.0
1,14,3,water,93.0
1,-12,6,water,72.0
1,5,-16,water,99.0
1,10,-8,water,100.0
1,11,-10,water,94.0
1,-14,-2,water,105.0
1,-6,-14,water,146.0
1,13,7,water,88.0
1,14,-4,water,116.0
1,-4,14,water,76.0
1,14,-7,water,105.0
1,-12,4,water,70.0
1,7,11,water,68.0
1,15,2,water,75.0
1,4,-16,water,40.0
1,-2,13,water,99.0
1,-13,-6,water,85.0
1,-1,16,water,88.0
1,8,13,water,89.0
1,15,0,water,93.0
1,-7,-11,water,100.0
1,-13,10,water,63.0
1,1,-15,woody,2063.5
1,4,12,water,56.0
1,-5,-12,water,91.0
1,-14,-8,water,50.0
1,-12,-9,water,125.0
1,-3,-15,water,90.0
1,8,16,water,79.0
1,-5,18,water,61.0
1,-11,-8,water,113.0
1,-14,-6,water,74.0
1,6,-16,water,81.0
1,7,12,water,77.0
1,-7,15,water,85.0
1,5,-14,water,123.0
1,12,-10,water,105.0
1,-9,-11,water,94.0
1,11,-13,water,109.0
1,-13,1,water,94.0
1,12,-6,water,117.0
1,-10,-11,water,109.0
1,-15,4,water,77.0
1,11,-7,water,61.0
1,-14,8,water,108.0
1,11,-11,water,84.0
1,9,13,water,115.0
1,-12,7,water,86.0
1,-11,7,water,78.0
1,-9,12,water,94.0
1,-12,-7,water,110.0
1,13,-6,water,100.0
1,-13,-4,water,65.0
1,-1,-15,water,117.0
1,-8,11,water,88.0
1,14,-2,water,63.0
1,14,9,water,69.0
1,-14,6,water,84.0
1,-16,1,water,78.0
1,-17,0,water,113.0
1,-14,-5,water,72.0
1,-15,1,water,84.0
1,-6,16,water,62.0
1,5,15,water,92.0
1,2,13,water,115.0
1,5,-17,water,105.0
1,-16,6,water,74.0
1,16,4,water,114.0
1,-13,-8,water,107.0
1,16,1,water,85.0
1,14,5,water,100.0
1,-16,-2,water,80.0
1,16,0,water,93.0
1,-4,15,water,97.0
1,-4,-15,water,115.0
1,-2,17,water,100.0
1,-10,-8,water,82.0
1,-12,-10,water,78.0
1,15,7,water,98.0
1,-11,11,water,92.0
1,8,-17,water,83.0
1,-15,7,water,83.0
1,-7,-14,water,65.0
1,-10,-12,water,111.0
1,15,-1,water,107.0
1,17,0,water,87.0
1,6,15,water,67.0
1,-15,-3,water,90.0
1,-3,13,water,124.0
1,13,-7,water,108.0
1,11,11,water,94.0
1,19,5,water,73.0
1,-11,-10,water,110.0
1,0,-15,water,90.0
1,13,-8,water,62.0
1,-18,2,water,98.0
1,14,6,water,102.0
1,8,-14,water,68.0
1,-6,11,water,53.0
1,-16,-11,water,88.0
1,-16,3,water,90.0
1,10,14,water,95.0
1,-2,-13,water,20.0
1,15,-2,water,79.0
1,-14,2,water,95.0
1,-14,-9,water,86.0
1,12,-8,water,125.0
1,-12,9,water,57.0
1,14,-8,water,95.0
1,4,15,water,80.0
1,8,-16,water,84.0
1,14,-5,water,70.0
1,-15,12,water,88.0
1,-15,-6,water,64.0
1,-3,18,water,129.0
1,17,2,water,94.0
1,-18,0,water,88.0
1,-5,15,water,97.0
1,16,-4,water,92.0
