year,lat,long,name,energy
1,0,-1,floating,59.0
1,-1,0,floating,65.0
1,-1,-1,floating,85.0
1,10,-4,floating,49.0
1,3,-16,floating,55.0
1,-17,-1,floating,75.0
1,10,-3,floating,43.0
1,6,-4,floating,84.0
1,2,3,floating,46.0
1,7,9,floating,51.0
1,0,-2,floating,77.0
1,6,12,floating,96.0
1,0,-3,floating,80.0
1,12,-1,floating,85.0
1,-5,-7,floating,86.0
1,-7,-11,floating,72.0
1,-12,6,floating,100.0
1,-4,-8,floating,80.0
1,-5,-6,floating,66.0
1,6,-10,floating,63.0
1,2,2,floating,84.0
1,8,-4,floating,23.0
1,2,12,floating,83.0
1,7,-3,floating,76.0
1,7,-4,floating,33.0
1,6,-3,floating,520.0
1,-11,12,water,73.0
1,-4,-7,water,69.0
1,-3,9,water,83.0
1,-4,-5,water,83.0
1,7,-5,water,88.0
1,6,7,water,91.0
1,-4,7,water,90.0
1,-2,-7,water,42.0
1,-8,-10,water,65.0
1,-10,1,aquatic,765.0
1,-10,4,water,80.0
1,7,8,water,67.0
1,-11,0,herb,1130.5
1,9,2,aquatic,748.0
1,5,1,water,57.0
1,6,10,water,75.0
1,-5,-8,aquatic,703.0
1,-16,-1,water,111.0
1,13,3,aquatic,683.0
1,-6,-7,herb,1106.5
1,-4,-9,water,88.0
1,5,12,water,73.0
1,8,-3,water,114.0
1,-7,-3,water,90.0
1,-7,-2,water,104.0
1,-10,-9,water,97.0
1,-16,3,water,101.0
1,-11,-2,water,80.0
1,-6,4,water,98.0
1,-2,7,water,55.0
1,11,7,water,82.0
1,-11,-8,water,92.0
1,-6,6,water,93.0
1,-10,12,water,63.0
1,9,6,water,64.0
1,0,9,water,97.0
1,15,-3,water,110.0
1,2,-9,water,76.0
1,-5,-14,water,71.0
1,3,12,water,62.0
1,-9,-6,aquatic,742.0
1,9,3,water,122.0
1,9,-4,water,64.0
1,7,14,water,77.0
1,4,-2,water,99.0
1,-1,-14,water,110.0
1,-2,8,water,72.0
1,6,-12,water,47.0
1,0,-13,water,81.0
1,-3,-5,water,53.0
1,-8,-3,water,118.0
1,3,7,water,91.0
1,-10,7,herb,1076.5
1,-11,4,aquatic,660.5
1,2,-13,water,99.0
1,-11,-1,floating,2405.5
1,-11,-3,water,111.0
1,4,-7,water,69.0
1,4,-11,water,69.0
1,1,14,water,120.0
1,-4,10,water,59.0
1,-12,2,aquatic,682.5
1,8,-9,water,61.0
1,-8,14,water,77.0
1,-9,2,herb,1187.5
1,-6,-2,water,78.0
1,-10,-6,water,90.0
1,7,-2,water,78.0
1,-10,5,water,105.0
1,-7,1,water,70.0
1,16,1,herb,1087.5
1,5,-8,water,115.0
1,8,-6,water,136.0
1,3,14,water,105.0
1,-3,-8,water,110.0
1,9,9,water,94.0
1,-3,17,water,104.0
1,6,-11,water,50.0
1,-4,-13,water,100.0
1,8,6,water,99.0
1,-4,11,water,115.0
1,10,12,water,55.0
1,5,11,water,114.0
1,-2,9,water,83.0
1,-4,12,water,92.0
1,7,-8,herb,1081.0
1,9,-11,water,100.0
1,-8,6,water,97.0
1,-8,-11,water,76.0
1,-1,19,water,95.0
1,3,16,water,58.0
1,-9,10,herb,1071.0
1,-7,8,water,114.0
1,-13,7,water,41.0
1,0,-14,water,74.0
1,-1,8,water,122.0
1,6,-8,water,61.0
1,0,12,water,70.0
1,7,7,water,67.0
1,-8,10,water,79.0
1,-3,-10,water,45.0
1,-7,-10,aquatic,664.0
1,11,-3,water,127.0
1,-12,-7,water,86.0
1,11,-1,water,93.0
1,5,-11,water,106.0
1,4,-8,water,92.0
1,-12,-2,water,76.0
1,-10,-12,water,65.0
1,-2,-12,water,62.5
1,-1,11,water,71.0
1,11,-4,water,96.0
1,-13,6,water,85.0
1,4,3,water,118.0
1,8,4,water,78.0
1,-9,9,water,100.0
1,-6,9,water,70.0
1,5,-9,water,97.0
1,7,-12,water,116.0
1,-3,12,water,104.0
1,-1,15,water,51.0
1,-1,-11,aquatic,666.0
1,1,11,water,85.0
1,-4,-16,herb,1098.0
1,10,1,water,63.0
1,6,-16,water,82.0
1,-3,13,water,107.0
1,-6,-12,water,112.0
1,6,-9,water,112.0
1,-6,10,water,90.0
1,-14,0,water,99.0
1,5,-12,water,101.0
1,7,-11,water,91.0
1,-3,11,water,80.0
1,-8,9,water,86.0
1,2,11,water,103.0
1,-1,-13,water,123.0
1,9,-3,water,105.0
1,12,-2,water,80.0
1,16,-4,water,67.0
1,15,-5,water,86.0
1,10,-7,water,87.0
1,-9,6,water,93.0
1,-4,-11,water,67.5
1,3,-11,water,105.0
1,7,-7,water,103.0
1,11,-2,water,123.0
1,-11,-6,water,76.0
1,-11,-7,water,103.0
1,-10,-10,water,61.0
1,12,0,water,102.0
1,2,10,water,85.0
1,14,4,water,113.0
1,9,-7,water,74.0
1,8,-10,water,102.0
1,-1,12,water,95.0
1,-3,10,water,75.0
1,10,4,water,75.0
1,0,-16,water,84.0
1,9,-9,water,95.0
1,14,7,water,103.0
1,-3,-17,water,87.0
1,-6,11,water,101.0
1,-7,-5,water,93.0
1,-1,14,herb,1117.5
1,8,-7,water,91.0
1,0,-15,water,116.0
1,-8,8,herb,1067.0
1,-15,0,water,49.0
1,12,-5,water,37.0
1,12,-6,aquatic,713.0
1,-6,7,water,109.0
1,4,12,water,64.0
1,-10,-14,water,132.0
1,8,11,water,121.0
1,-11,-9,water,92.0
1,9,-5,water,79.0
1,-7,13,water,96.0
1,13,-1,water,112.0
1,11,4,herb,1161.5
1,-10,-4,water,55.0
1,-7,12,water,72.0
1,0,21,water,63.0
1,4,-9,water,70.0
1,13,9,water,108.0
1,3,-10,water,78.0
1,5,-10,water,117.0
1,-11,6,water,87.0
1,9,-1,water,97.0
1,-1,-15,water,80.0
1,-2,12,water,45.0
