year,lat,long,name,energy
1,5,3,water,89.0
1,3,-4,herb,1078.5
1,3,7,herb,1132.0
1,6,-10,water,87.0
1,9,-2,water,120.0
1,-6,-8,herb,1060.5
1,-6,2,herb,1149.5
1,8,-2,herb,1116.0
1,-1,-11,water,97.0
1,-5,10,water,59.0
1,-6,0,aquatic,692.5
1,-12,-1,water,108.0
1,-2,9,herb,1054.0
1,4,-3,water,40.0
1,4,-8,water,97.0
1,12,-4,water,95.0
1,3,-2,aquatic,761.0
1,1,3,herb,1082.5
1,10,-9,water,82.0
1,-6,5,water,76.0
1,6,-1,water,61.0
1,-2,-7,water,57.0
1,-7,3,herb,1075.0
1,-9,2,water,103.0
1,7,-3,water,105.0
1,-2,-6,aquatic,709.0
1,-8,10,water,106.0
1,0,4,herb,1161.5
1,6,-6,herb,1064.5
1,2,-8,water,67.0
1,-9,1,water,93.0
1,2,-1,water,76.0
1,-5,7,water,126.0
1,2,14,water,78.0
1,-4,-7,water,80.0
1,-2,-8,herb,1082.0
1,-6,-1,water,75.0
1,-7,0,water,102.0
1,0,2,water,60.0
1,-8,5,water,85.0
1,-2,5,herb,1071.0
1,-4,-9,water,86.0
1,-7,2,water,59.0
1,-9,-8,water,91.0
1,11,-6,water,81.0
1,0,3,herb,1054.0
1,-8,-5,water,121.0
1,-5,3,woody,2091.5
1,2,-2,water,127.0
1,7,2,water,100.0
1,0,-7,herb,1089.0
1,-11,0,water,79.0
1,9,0,herb,1169.0
1,4,4,herb,1082.0
1,-9,8,water,91.0
1,-7,4,water,88.0
1,6,-7,water,106.0
1,-8,2,water,111.0
1,0,10,water,107.0
1,0,-11,water,91.0
1,2,-12,water,69.0
1,5,-1,water,56.0
1,-12,4,water,96.0
1,3,-3,water,103.0
1,4,-9,water,86.0
1,-8,-1,aquatic,721.0
1,-9,-3,water,97.0
1,6,5,water,96.0
1,6,4,herb,1161.5
1,-9,3,water,57.0
1,1,6,water,76.0
1,-7,-3,water,84.0
1,-8,4,water,103.0
1,0,-15,water,80.0
1,-4,-2,floating,3320.8
1,-4,7,herb,1086.0
1,-3,-8,water,86.0
1,-6,6,water,94.0
1,-6,-5,herb,1088.0
1,8,1,water,85.0
1,-7,6,water,73.0
1,-5,-9,water,101.0
1,6,2,herb,1142.0
1,-4,1,herb,1093.0
1,-6,3,water,100.0
1,5,-6,water,108.0
1,2,4,herb,1051.5
1,-9,5,water,80.0
1,-10,2,water,91.0
1,4,-11,water,55.0
1,6,0,herb,1091.5
1,3,6,water,54.0
1,3,2,water,108.0
1,-9,-9,water,76.0
1,-5,-2,water,70.0
1,1,8,water,72.0
1,-6,-7,water,77.0
1,8,-1,water,82.0
1,-3,-5,herb,1028.5
1,4,-2,herb,1082.5
1,2,3,water,62.0
1,5,-7,water,76.0
1,5,0,water,101.0
1,7,-9,water,113.0
1,2,10,water,96.0
1,8,8,water,84.0
1,-10,1,water,102.0
1,5,15,water,99.0
1,3,-9,water,93.0
1,-11,-4,water,121.0
1,1,4,water,57.0
1,-11,-6,water,123.0
1,9,2,water,90.0
1,-3,7,water,75.0
1,5,-8,herb,1184.0
1,-8,-4,water,90.0
1,-8,0,water,105.0
1,5,6,water,96.0
1,7,1,water,84.0
1,-4,11,water,97.0
1,0,13,water,105.0
1,-2,8,water,77.0
1,-3,-9,water,99.0
1,-10,9,water,96.0
1,-11,3,water,68.0
1,3,-1,water,66.0
1,3,-13,water,81.0
1,7,15,water,99.0
1,-2,-3,herb,1142.5
1,-9,-2,water,76.0
1,1,10,water,76.0
1,-3,9,water,101.0
1,-1,-6,water,80.0
1,-2,10,water,89.0
1,7,-7,water,79.0
1,-1,11,water,96.0
1,-12,6,water,75.0
1,-9,7,water,71.0
1,2,-13,water,115.0
1,-7,-2,herb,1134.0
1,1,-16,water,124.0
1,12,-1,water,83.0
1,-1,-4,water,121.0
1,8,-3,water,96.0
1,6,11,water,94.0
1,-11,4,water,111.0
1,3,-6,aquatic,686.0
1,-12,-10,water,82.0
1,-4,-8,water,90.0
1,2,-7,water,108.0
1,-9,-11,water,103.0
1,-13,-1,water,81.0
1,11,2,water,92.0
1,4,-6,water,87.0
1,8,-9,water,65.0
1,-8,-8,water,66.0
1,-9,0,water,93.0
1,-2,11,water,80.0
1,-8,1,water,92.0
1,6,-8,water,95.0
1,-7,1,water,58.0
1,8,-5,water,84.0
1,-14,0,water,94.0
1,-12,-4,water,112.0
1,-2,-4,water,105.0
1,10,5,water,71.0
1,5,-2,water,104.0
1,0,-12,water,47.0
1,4,11,water,91.0
1,8,-7,water,108.0
1,5,5,water,65.0
1,-5,-10,water,113.0
1,0,-14,water,84.0
1,-8,-2,water,71.0
1,12,1,water,47.0
1,-5,6,water,69.0
1,-3,12,water,73.0
1,11,3,water,102.0
1,-6,7,water,97.0
1,-9,-1,water,77.0
1,-14,-1,water,75.0
1,13,-3,water,54.0
1,0,7,herb,1178.5
1,5,4,water,104.0
1,12,3,water,79.0
1,-12,-7,water,117.0
1,4,3,water,77.0
1,-11,7,water,113.0
1,7,-5,water,94.0
1,-5,-6,water,118.0
1,-1,7,aquatic,735.5
1,0,-10,herb,1105.0
1,-12,7,water,45.0
1,0,11,herb,1081.0
1,6,-5,water,100.0
1,-10,0,water,76.0
1,3,-10,water,100.0
1,11,5,water,113.0
1,-7,-13,water,81.0
1,-8,3,water,83.0
1,-10,-5,water,111.0
1,-9,11,water,103.0
1,2,8,water,90.0
1,-6,-6,water,97.0
1,2,7,water,101.0
1,10,3,water,97.0
1,-5,-8,water,80.0
1,9,6,water,114.0
1,-10,7,water,102.0
1,2,9,water,100.0
1,10,-2,herb,1115.5
1,7,-4,water,109.0
1,4,6,water,87.0
1,11,-1,water,68.0
1,-15,-3,water,105.0
1,8,12,water,86.0
1,5,-13,water,72.0
1,-2,-11,water,89.0
1,12,-7,water,65.0
1,-13,5,water,116.0
1,7,-6,water,101.0
1,2,-9,water,103.0
1,-10,6,water,84.0
1,5,-10,water,99.0
1,7,8,water,91.0
1,10,-3,water,90.0
1,-8,-6,aquatic,696.0
1,10,2,water,124.0
1,1,9,water,90.0
1,9,10,water,97.0
1,3,8,water,83.0
1,5,8,water,44.0
1,-11,-3,water,118.0
1,-3,10,water,87.0
1,8,2,water,88.0
1,4,-1,water,86.0
1,6,-20,water,75.0
1,-9,10,water,115.0
1,-6,9,water,69.0
1,-4,-10,water,59.0
1,-10,4,water,79.0
1,11,4,water,62.0
1,4,7,water,49.0
1,-6,-10,water,108.0
1,-8,-3,water,82.0
1,9,5,water,94.0
1,-10,-1,water,108.0
1,-5,14,water,89.0
1,10,-10,water,106.0
1,-12,10,water,71.0
1,6,-11,water,116.0
1,2,-11,water,83.0
